tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids,known_pathogen,lcrp_pathogen,divergent_pathogen
2683261,1,105,Runella sp. CRIBMP,"",bacteria,false,,,,,,,,,,,,,,,,0.03333444048121652,5,,,98.6333,46.6667,10^-20.3137,,,,,,0,0,0
2282308,1,105,Runella sp. YX9,"",bacteria,false,,,,,,,,,,,,,,,,0.06000199286618973,9,1,4,94.762,70.0,10^-23.1087,,,,,,0,0,0
2268026,1,105,Runella sp. SP2,"",bacteria,false,,,,11.153703785015047,1673,22,939,97.367,1328.09,10^-192.862,,,,,,2.2800757289152096,342,9,62,97.725,60.8375,10^-30.9348,,,,,,0,0,0
2259595,1,105,Runella sp. HYN0085,"",bacteria,false,,,,,,,,,,,,,,,,0.02000066428872991,3,,,100.0,49.0,10^-23.1229,,,,,,0,0,0
370978,1,105,Runella limosa,"",bacteria,false,,,,,,,,,,,,,,,,1.3400445073449039,201,5,49,91.8027,74.1463,10^-32.419,,,,,,0,0,0
370973,1,105,Runella defluvii,"",bacteria,false,,,,0.006666888096243303,1,,,100.0,150.0,10^-89.8314,,,,,,0.8933630048966026,134,,,98.8066,52.3545,10^-26.6886,,,,,,0,0,0
94255,1,105,Runella zeae,"",bacteria,false,,,,,,,,,,,,,,,,0.16000531430983927,24,1,7,96.4718,67.3158,10^-39.3349,,,,,,0,0,0
106,1,105,Runella slithyformis,"",bacteria,false,,,,,,,,,,,,,,,,0.15333842621359597,23,1,4,96.1532,69.7727,10^-37.1037,,,,,,0,0,0
101,2,101,Flectobacillus,"",bacteria,false,,,,0.4133470619670848,62,1,26,99.9474,178.211,10^-98.1567,,,,,,0.08000265715491964,12,,,94.8884,54.5455,10^-25.5161,,,,,"[1509483, 502259, 50419, 103]",0,0,0
1509483,1,101,Flectobacillus sp. BAB-3569,"",bacteria,false,,,,,,,,,,,,,,,,0.06000199286618973,9,,,96.509,56.5,10^-26.8062,,,,,,0,0,0
502259,1,101,Flectobacillus roseus,"",bacteria,false,,,,0.05333510476994643,8,,,100.0,143.0,10^-85.0493,,,,,,,,,,,,,,,,,,0,0,0
50419,1,101,Flectobacillus sp.,"",bacteria,false,,,,0.36001195719713835,54,1,26,99.9412,182.353,10^-99.6987,,,,,,,,,,,,,,,,,,0,0,0
103,1,101,Flectobacillus major,"",bacteria,false,,,,,,,,,,,,,,,,0.02000066428872991,3,,,90.5667,49.3333,10^-22.0757,,,,,,0,0,0
99,2,99,Ancylobacter,"",bacteria,false,,,,0.06000199286618973,9,,,92.116,116.833,10^-55.758,,,,,,,,,,,,,,,,,"[1745854, 588586, 518825]",0,0,0
1745854,1,99,Ancylobacter pratisalsi,"",bacteria,false,,,,0.03333444048121652,5,,,88.418,102.333,10^-42.2104,,,,,,,,,,,,,,,,,,0,0,0
588586,1,99,uncultured Ancylobacter sp.,"",bacteria,false,,,,0.013333776192486607,2,,,96.721,122.0,10^-65.2184,,,,,,,,,,,,,,,,,,0,0,0
518825,1,99,Ancylobacter dichloromethanicus,"",bacteria,false,,,,0.013333776192486607,2,,,94.0,150.0,10^-77.48,,,,,,,,,,,,,,,,,,0,0,0
96,2,96,Gallionella,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,100.0,49.0,10^-22.9666,,,,,[1796491],0,0,0
1796491,1,96,Candidatus Gallionella acididurans,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,100.0,49.0,10^-22.9666,,,,,,0,0,0
93,2,93,Stella,"",bacteria,false,,,,0.03333444048121652,5,,,89.6425,100.0,10^-41.6503,,,,,,0.006666888096243303,1,,,93.9,49.0,10^-21.8477,,,,,"[2558175, 217070]",0,0,0
2558175,1,93,Stella sp. ATCC 35155,"",bacteria,false,,,,0.02000066428872991,3,,,91.8935,104.0,10^-46.7974,,,,,,0.006666888096243303,1,,,93.9,49.0,10^-21.8477,,,,,,0,0,0
217070,1,93,Stella vacuolata,"",bacteria,false,,,,0.013333776192486607,2,,,87.3915,96.0,10^-36.5031,,,,,,,,,,,,,,,,,,0,0,0
88,2,88,Leptothrix,"",bacteria,false,,,,0.03333444048121652,5,,,88.32,120.8,10^-48.7599,,,,,,0.02000066428872991,3,,,96.9347,74.6667,10^-17.4935,,,,,[34029],0,0,0
34029,1,88,Leptothrix cholodnii,"",bacteria,false,,,,0.03333444048121652,5,,,88.32,120.8,10^-48.7599,,,,,,0.02000066428872991,3,,,96.9347,74.6667,10^-17.4935,,,,,,0,0,0
85,2,85,Hyphomonas,"",bacteria,false,,,,0.026667552384973214,4,,,96.0,150.0,10^-81.5971,,,,,,,,,,,,,,,,,"[1873716, 81032]",0,0,0
1873716,1,85,Hyphomonas sp. CACIAM 19H1,"",bacteria,false,,,,0.013333776192486607,2,,,94.0,150.0,10^-77.48,,,,,,,,,,,,,,,,,,0,0,0
81032,1,85,Hyphomonas neptunium,"",bacteria,false,,,,0.013333776192486607,2,,,98.0,150.0,10^-85.7143,,,,,,,,,,,,,,,,,,0,0,0
81,2,81,Hyphomicrobium,"",bacteria,false,,,,0.02000066428872991,3,,,93.0775,139.5,10^-70.3078,,,,,,0.15333842621359597,23,,,75.25,48.75,10^-14.4814,,,,,"[1892844, 1427356, 113574, 53399]",0,0,0
1892844,1,81,Hyphomicrobium sp. CS1BSMeth3,"",bacteria,false,,,,,,,,,,,,,,,,0.04000132857745982,6,,,99.0,48.75,10^-21.7489,,,,,,0,0,0
1427356,1,81,Hyphomicrobium nitrativorans,"",bacteria,false,,,,0.013333776192486607,2,,,86.822,129.0,10^-52.1567,,,,,,,,,,,,,,,,,,0,0,0
113574,1,81,Hyphomicrobium sp. GJ21,"",bacteria,false,,,,,,,,,,,,,,,,0.11333709763613616,17,,,67.3333,48.75,10^-12.0589,,,,,,0,0,0
53399,1,81,Hyphomicrobium denitrificans,"",bacteria,false,,,,0.006666888096243303,1,,,99.333,150.0,10^-88.459,,,,,,,,,,,,,,,,,,0,0,0
75,2,75,Caulobacter,"",bacteria,false,,,,0.14667153811735267,22,1,16,100.0,312.688,10^-229.235,,,,,,,,,,,,,,,,,"[158749, 155892, 69665]",0,0,0
158749,1,75,uncultured Caulobacter sp.,"",bacteria,false,,,,0.006666888096243303,1,,,100.0,143.0,10^-85.0488,,,,,,,,,,,,,,,,,,0,0,0
155892,1,75,Caulobacter vibrioides,"",bacteria,false,,,,0.02000066428872991,3,,,100.0,150.0,10^-89.8314,,,,,,,,,,,,,,,,,,0,0,0
69665,1,75,Caulobacter sp. FWC26,"",bacteria,false,,,,0.12000398573237946,18,1,16,100.0,367.5,10^-276.102,,,,,,,,,,,,,,,,,,0,0,0
68,2,68,Lysobacter,"",bacteria,false,,,,0.006666888096243303,1,,,96.0,150.0,10^-81.5971,,,,,,,,,,,,,,,,,[262324],0,0,0
262324,1,68,Lysobacter gummosus,"",bacteria,false,,,,0.006666888096243303,1,,,96.0,150.0,10^-81.5971,,,,,,,,,,,,,,,,,,0,0,0
64,2,64,Herpetosiphon,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,61.8,34.0,10^-3.5376,,,,,[2094568],0,0,0
2094568,1,64,Herpetosiphon llansteffanensis,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,61.8,34.0,10^-3.5376,,,,,,0,0,0
59,2,59,Vitreoscilla,"",bacteria,false,,,,,,,,,,,,,,,,0.02000066428872991,3,,,100.0,36.5,10^-15.6314,,,,,[63],0,0,0
63,1,59,Vitreoscilla filiformis,"",bacteria,false,,,,,,,,,,,,,,,,0.02000066428872991,3,,,100.0,36.5,10^-15.6314,,,,,,0,0,0
50,2,50,Chondromyces,"",bacteria,false,,,,0.02000066428872991,3,,,85.7607,220.667,10^-58.0035,,,,,,0.026667552384973214,4,,,61.4333,45.3333,10^-7.94141,,,,,"[52, 51]",0,0,0
52,1,50,Chondromyces crocatus,"",bacteria,false,,,,0.02000066428872991,3,,,85.7607,220.667,10^-58.0035,,,,,,0.02000066428872991,3,,,63.6,43.5,10^-8.35423,,,,,,0,0,0
51,1,50,Chondromyces apiculatus,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,57.1,49.0,10^-7.11577,,,,,,0,0,0
47,2,47,Archangium,"",bacteria,false,,,,,,,,,,,,,,,,0.06000199286618973,9,1,7,55.5957,120.0,10^-31.3185,,,,,"[1920190, 48]",0,0,0
1920190,1,47,Archangium sp. Cb G35,"",bacteria,false,,,,,,,,,,,,,,,,0.04666821667370312,7,1,7,51.538,130.0,10^-32.3716,,,,,,0,0,0
48,1,47,Archangium gephyra,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,84.0,50.0,10^-23.9469,,,,,,0,0,0
44,2,44,Melittangium,"",bacteria,false,,,,0.02000066428872991,3,,,87.1185,79.5,10^-26.0034,,,,,,0.013333776192486607,2,,,85.7,49.0,10^-19.3261,,,,,[83453],0,0,0
83453,1,44,Melittangium boletus,"",bacteria,false,,,,0.02000066428872991,3,,,87.1185,79.5,10^-26.0034,,,,,,0.013333776192486607,2,,,85.7,49.0,10^-19.3261,,,,,,0,0,0
42,2,42,Cystobacter,"",bacteria,false,,,,,,,,,,,,,,,,0.02000066428872991,3,,,46.4667,47.3333,10^-3.73215,,,,,[43],0,0,0
43,1,42,Cystobacter fuscus,"",bacteria,false,,,,,,,,,,,,,,,,0.02000066428872991,3,,,46.4667,47.3333,10^-3.73215,,,,,,0,0,0
40,2,40,Stigmatella,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,70.3,37.0,10^-5.51004,,,,,[41],0,0,0
41,1,40,Stigmatella aurantiaca,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,70.3,37.0,10^-5.51004,,,,,,0,0,0
32,2,32,Myxococcus,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,100.0,49.0,10^-24.6198,,,,,[2745201],0,0,0
2745201,1,32,Myxococcus sp. AM001,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,100.0,49.0,10^-24.6198,,,,,,0,0,0
22,2,22,Shewanella,"",bacteria,false,,,,1727.0173600032501,259044,892,239088,99.2037,785.099,10^-247.642,,,,,,178.56593076978064,26784,863,19210,97.1826,185.779,10^-116.608,,,,,"[2760976, 2760938, 2760936, 2723055, 2723052, 2709721, 2699425, 2699422, 2698686, 2681496, 2664453, 2593656, 2590015, 2589987, 2569536, 2569535, 2282700, 2282699, 2282698, 2059264, 2058331, 2058316, 2058298, 2029986, 2018305, 2004459, 1987584, 1975537, 1969376, 1965282, 1930557, 1917164, 1917163, 1880838, 1880837, 1880834, 1796689, 1796686, 1796683, 1775939, 1738770, 1689868, 1634822, 1631954, 1565030, 1515746, 1419739, 1339231, 1243908, 1201295, 1173586, 1028752, 768528, 756241, 755175, 693407, 640633, 614070, 592146, 558541, 552357, 511721, 487319, 472183, 404011, 365591, 365590, 359303, 351745, 332186, 327275, 271098, 271096, 260364, 256839, 232521, 213783, 212021, 192073, 173975, 173509, 150120, 94122, 93973, 70864, 70863, 62322, 60961, 60482, 60481, 60480, 60478, 60217, 56812, 50422, 43661, 38313, 25, 24, 23]",1,0,0
2760976,1,22,Shewanella sp. SG41-4,"",bacteria,false,,,,,,,,,,,,,,,,0.026667552384973214,4,,,99.0,49.0,10^-24.8686,,,,,,0,0,0
2760938,1,22,Shewanella sp. SR43-8,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,59.1,44.0,10^-10.1391,,,,,,0,0,0
2760936,1,22,Shewanella sp. SR44-3,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,100.0,44.0,10^-16.0673,,,,,,0,0,0
2723055,1,22,Shewanella sp. DNRA4,"",bacteria,false,,,,,,,,,,,,,,,,0.8333610120304129,125,7,66,98.3041,87.9375,10^-51.9057,,,,,,0,0,0
2723052,1,22,Shewanella sp. SHSM-M6,"",bacteria,false,,,,,,,,,,,,,,,,0.9133636691853325,137,3,133,97.6103,223.389,10^-157.433,,,,,,0,0,0
2709721,1,22,Shewanella sp. WXL01,"",bacteria,false,,,,,,,,,,,,,,,,0.04000132857745982,6,,,65.45,40.5,10^-10.4926,,,,,,0,0,0
2699425,1,22,Shewanella sp. ISTPL2,"",bacteria,false,,,,,,,,,,,,,,,,0.026667552384973214,4,,,85.119,66.75,10^-25.2177,,,,,,0,0,0
2699422,1,22,Shewanella sp. DW31,"",bacteria,false,,,,,,,,,,,,,,,,0.2400079714647589,36,1,30,94.08,231.64,10^-148.645,,,,,,0,0,0
2698686,1,22,Shewanella sp. Arc9-LZ,"",bacteria,false,,,,0.04000132857745982,6,,,91.6033,125.667,10^-58.3555,,,,,,0.006666888096243303,1,,,98.0,50.0,10^-26.5575,,,,,,0,0,0
2681496,1,22,Shewanella insulae,"",bacteria,false,,,,,,,,,,,,,,,,0.03333444048121652,5,,,100.0,49.0,10^-21.8139,,,,,,0,0,0
2664453,1,22,Shewanella sp. XMDDZSB0408,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,98.45,32.0,10^-12.7758,,,,,,0,0,0
2593656,1,22,Shewanella sp. YLB-08,"",bacteria,false,,,,,,,,,,,,,,,,0.05333510476994643,8,,,93.8286,32.2857,10^-12.2685,,,,,,0,0,0
2590015,1,22,Shewanella sp. SNU WT4,"",bacteria,false,,,,0.14000465002110937,21,,,99.8666,149.3,10^-89.0786,,,,,,0.06666888096243304,10,1,10,91.25,80.0,10^-44.7235,,,,,,0,0,0
2589987,1,22,Shewanella sp. Scap07,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,93.9,49.0,10^-22.3565,,,,,,0,0,0
2569536,1,22,Shewanella sp. MSW,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,54.1,37.0,10^-5.93554,,,,,,0,0,0
2569535,1,22,Shewanella sp. KCT,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,100.0,36.0,10^-14.2503,,,,,,0,0,0
2282700,1,22,Shewanella litoralis,"",bacteria,false,,,,,,,,,,,,,,,,0.12667087382862277,19,1,14,95.0833,83.9333,10^-50.6247,,,,,,0,0,0
2282699,1,22,Shewanella ulleungensis,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,85.4,41.0,10^-12.4559,,,,,,0,0,0
2282698,1,22,Shewanella saliphila,"",bacteria,false,,,,,,,,,,,,,,,,0.17333909050232588,26,1,24,96.4257,87.9091,10^-54.1392,,,,,,0,0,0
2059264,1,22,Shewanella sp. Pdp11,"",bacteria,false,,,,0.10000332144364955,15,,,93.9971,155.091,10^-73.1148,,,,,,0.30667685242719195,46,3,34,97.5724,88.9487,10^-57.1586,,,,,,0,0,0
2058331,1,22,Shewanella sp. Actino-trap-3,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,98.0,49.0,10^-14.1325,,,,,,0,0,0
2058316,1,22,Shewanella sp. GutDb-MelDb,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,98.0,49.0,10^-20.5287,,,,,,0,0,0
2058298,1,22,Shewanella sp. 11B5,"",bacteria,false,,,,,,,,,,,,,,,,0.03333444048121652,5,,,95.3333,45.6667,10^-20.5797,,,,,,0,0,0
2029986,1,22,Shewanella sp. WE21,"",bacteria,false,,,,0.04000132857745982,6,,,91.9858,128.6,10^-61.5055,,,,,,0.02000066428872991,3,,,84.9,39.5,10^-13.5233,,,,,,0,0,0
2018305,1,22,Shewanella bicestrii,"",bacteria,false,,,,508.13687691947206,76218,186,72744,99.3859,1135.08,10^-295.015,,,,,,11.92706280417927,1789,33,1471,99.4417,433.112,10^-219.647,,,,,,0,0,0
2004459,1,22,Shewanella sp. BC20,"",bacteria,false,,,,,,,,,,,,,,,,16.16720363339001,2425,72,1909,98.4403,232.799,10^-156.184,,,,,,0,0,0
1987584,1,22,Shewanella carassii,"",bacteria,false,,,,,,,,,,,,,,,,0.10667020953989285,16,1,7,91.4412,76.5,10^-34.6689,,,,,,0,0,0
1975537,1,22,Shewanella sp. CG12_big_fil_rev_8_21_14_0_65_47_15,"",bacteria,false,,,,,,,,,,,,,,,,0.5200172715069776,78,5,43,98.1701,75.7069,10^-45.9479,,,,,,0,0,0
1969376,1,22,Shewanella sp. Shew256,"",bacteria,false,,,,,,,,,,,,,,,,4.633487226889096,695,35,513,99.1233,161.054,10^-112.814,,,,,,0,0,0
1965282,1,22,Shewanella khirikhana,"",bacteria,false,,,,,,,,,,,,,,,,0.06666888096243304,10,1,7,98.7804,77.4,10^-49.9586,,,,,,0,0,0
1930557,1,22,Shewanella sp. FDAARGOS_354,"",bacteria,false,,,,23.520781203546374,3528,127,1507,98.2472,288.177,10^-155.044,,,,,,2.633420798016105,395,8,356,55.4491,185.186,10^-65.1354,,,,,,0,0,0
1917164,1,22,Shewanella sp. UCD-KL21,"",bacteria,false,,,,,,,,,,,,,,,,0.04000132857745982,6,1,6,91.176,68.0,10^-39.2848,,,,,,0,0,0
1917163,1,22,Shewanella sp. UCD-KL12,"",bacteria,false,,,,,,,,,,,,,,,,0.04000132857745982,6,,,83.1,45.5,10^-16.3846,,,,,,0,0,0
1880838,1,22,Shewanella sp. 10N.286.52.C2,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,98.0,49.0,10^-21.2984,,,,,,0,0,0
1880837,1,22,Shewanella sp. 10N.286.52.B9,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,100.0,50.0,10^-23.1618,,,,,,0,0,0
1880834,1,22,Shewanella sp. 10N.286.48.B5,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,94.9,49.0,10^-23.2399,,,,,,0,0,0
1796689,1,22,Shewanella sp. 7724,"",bacteria,false,,,,0.006666888096243303,1,,,57.031,256.0,10^-11.3741,,,,,,,,,,,,,,,,,,0,0,0
1796686,1,22,Shewanella sp. 7712,"",bacteria,false,,,,0.006666888096243303,1,,,99.333,150.0,10^-88.459,,,,,,,,,,,,,,,,,,0,0,0
1796683,1,22,Shewanella sp. 765,"",bacteria,false,,,,0.006666888096243303,1,,,100.0,150.0,10^-89.8314,,,,,,,,,,,,,,,,,,0,0,0
1775939,1,22,"""Shewanella sp. JKCM-AJ-6","1A""",bacteria,false,,,,0.013333776192486607,2,,,100.0,150.0,10^-89.8314,,,,,,,,,,,,,,,,,,0,0,0
1738770,1,22,Shewanella inventionis,"",bacteria,false,,,,,,,,,,,,,,,,0.09333643334740624,14,1,8,96.2715,74.3333,10^-44.4177,,,,,,0,0,0
1689868,1,22,Shewanella sp. Sh95,"",bacteria,false,,,,,,,,,,,,,,,,0.8400279001266562,126,6,58,99.0391,85.0,10^-52.671,,,,,,0,0,0
1634822,1,22,Shewanella sp. JXH-202,"",bacteria,false,,,,0.006666888096243303,1,,,99.333,150.0,10^-88.459,,,,,,,,,,,,,,,,,,0,0,0
1631954,1,22,Shewanella sp. 'MFB CIFT 10119(1)',"",bacteria,false,,,,0.006666888096243303,1,,,100.0,63.0,10^-30.51,,,,,,,,,,,,,,,,,,0,0,0
1565030,1,22,Shewanella sp. CF_Kero1-1,"",bacteria,false,,,,0.006666888096243303,1,,,99.333,150.0,10^-88.459,,,,,,,,,,,,,,,,,,0,0,0
1515746,1,22,Shewanella mangrovi,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,100.0,49.0,10^-25.9031,,,,,,0,0,0
1419739,1,22,Shewanella sp. TC10,"",bacteria,false,,,,,,,,,,,,,,,,0.11333709763613616,17,1,15,85.5551,87.0,10^-46.2304,,,,,,0,0,0
1339231,1,22,Shewanella sp. ZOR0012,"",bacteria,false,,,,,,,,,,,,,,,,0.3133437405234353,47,3,12,99.2919,65.1628,10^-38.5396,,,,,,0,0,0
1243908,1,22,Shewanella sp. Zh2-3,"",bacteria,false,,,,0.013333776192486607,2,,,100.0,150.0,10^-89.8314,,,,,,,,,,,,,,,,,,0,0,0
1201295,1,22,Shewanella sp. POL2,"",bacteria,false,,,,,,,,,,,,,,,,0.28000930004221875,42,2,33,99.5673,155.029,10^-100.746,,,,,,0,0,0
1173586,1,22,Shewanella litorisediminis,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,100.0,49.5,10^-21.3372,,,,,,0,0,0
1028752,1,22,Shewanella aestuarii,"",bacteria,false,,,,0.04000132857745982,6,,,99.7777,150.0,10^-89.3739,,,,,,0.28000930004221875,42,3,32,95.9013,63.1515,10^-37.3971,,,,,,0,0,0
768528,1,22,Shewanella indica,"",bacteria,false,,,,0.026667552384973214,4,,,99.7687,148.0,10^-88.0075,,,,,,,,,,,,,,,,,,0,0,0
756241,1,22,Shewanella sp. UDC328,"",bacteria,false,,,,0.006666888096243303,1,,,98.667,150.0,10^-87.0866,,,,,,,,,,,,,,,,,,0,0,0
755175,1,22,Shewanella seohaensis,"",bacteria,false,,,,0.8000265715491964,120,,,99.8067,149.493,10^-88.9677,,,,,,0.006666888096243303,1,,,100.0,50.0,10^-24.8861,,,,,,0,0,0
693407,1,22,Shewanella sp. T4-03,"",bacteria,false,,,,0.006666888096243303,1,,,98.0,150.0,10^-85.7143,,,,,,,,,,,,,,,,,,0,0,0
640633,1,22,Shewanella algicola,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,100.0,46.0,10^-20.6003,,,,,,0,0,0
614070,1,22,Shewanella algidipiscicola,"",bacteria,false,,,,,,,,,,,,,,,,0.02000066428872991,3,,,100.0,49.0,10^-21.1278,,,,,,0,0,0
592146,1,22,Shewanella sp. 33B,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,92.0,50.0,10^-21.6968,,,,,,0,0,0
558541,1,22,Shewanella chilikensis,"",bacteria,false,,,,0.04000132857745982,6,,,88.9387,198.667,10^-63.2392,,,,,,0.06666888096243304,10,1,5,93.0194,79.0,10^-47.9885,,,,,,0,0,0
552357,1,22,Shewanella fodinae,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,100.0,36.5,10^-15.7184,,,,,,0,0,0
511721,1,22,Shewanella sp. KALAICIBA10,"",bacteria,false,,,,0.006666888096243303,1,,,100.0,150.0,10^-89.8314,,,,,,,,,,,,,,,,,,0,0,0
487319,1,22,Shewanella marina,"",bacteria,false,,,,0.006666888096243303,1,,,100.0,150.0,10^-89.8314,,,,,,0.4266808381595714,64,1,64,100.0,59.0,10^-35.9586,,,,,,0,0,0
472183,1,22,Shewanella basaltis,"",bacteria,false,,,,0.006666888096243303,1,,,100.0,150.0,10^-89.8314,,,,,,,,,,,,,,,,,,0,0,0
404011,1,22,Shewanella piezotolerans,"",bacteria,false,,,,,,,,,,,,,,,,0.32001062861967855,48,2,19,86.5043,52.7,10^-25.1319,,,,,,0,0,0
365591,1,22,Shewanella morhuae,"",bacteria,false,,,,0.006666888096243303,1,,,98.675,151.0,10^-87.7699,,,,,,0.7333576905867634,110,5,71,97.229,95.8947,10^-57.2598,,,,,,0,0,0
365590,1,22,Shewanella hafniensis,"",bacteria,false,,,,0.04666821667370312,7,,,100.0,150.0,10^-89.8314,,,,,,5.600186000844375,840,1,838,95.2247,41.9851,10^-21.6484,,,,,,0,0,0
359303,1,22,Shewanella loihica,"",bacteria,false,,,,0.006666888096243303,1,,,92.958,71.0,10^-29.0857,,,,,,,,,,,,,,,,,,0,0,0
351745,1,22,Shewanella sp. W3-18-1,"",bacteria,false,,,,0.10000332144364955,15,,,91.6291,111.6,10^-51.1541,,,,,,2.373412162262616,356,2,342,95.4048,367.619,10^-279.225,,,,,,0,0,0
332186,1,22,Shewanella xiamenensis,"",bacteria,false,,,,0.25334174765724554,38,,,99.5631,143.345,10^-84.5846,,,,,,33.92779352178217,5089,149,2903,95.8319,86.9711,10^-53.3822,,,,,,0,0,0
327275,1,22,Shewanella sp. HN-41,"",bacteria,false,,,,,,,,,,,,,,,,2.2267406241452634,334,12,287,96.8354,133.889,10^-96.8118,,,,,,0,0,0
271098,1,22,Shewanella halifaxensis,"",bacteria,false,,,,0.13333776192486607,20,,,100.0,144.111,10^-85.6589,,,,,,0.006666888096243303,1,,,72.7,33.0,10^-6.78781,,,,,,0,0,0
271096,1,22,Shewanella canadensis,"",bacteria,false,,,,,,,,,,,,,,,,0.02000066428872991,3,,,74.2,31.0,10^-4.21681,,,,,,0,0,0
260364,1,22,Shewanella marisflavi,"",bacteria,false,,,,0.04000132857745982,6,,,99.6394,137.4,10^-80.4089,,,,,,0.006666888096243303,1,,,100.0,49.0,10^-25.1549,,,,,,0,0,0
256839,1,22,Shewanella decolorationis,"",bacteria,false,,,,19.367309919586795,2905,78,1621,97.0474,851.137,10^-188.602,,,,,,25.440844975264444,3816,148,2538,99.058,180.707,10^-113.625,,,,,,0,0,0
232521,1,22,Shewanella sp. WW001,"",bacteria,false,,,,0.006666888096243303,1,,,100.0,150.0,10^-89.8314,,,,,,,,,,,,,,,,,,0,0,0
213783,1,22,Shewanella waksmanii,"",bacteria,false,,,,,,,,,,,,,,,,0.32001062861967855,48,1,47,84.8975,198.674,10^-123.685,,,,,,0,0,0
212021,1,22,Shewanella kaireitica,"",bacteria,false,,,,0.006666888096243303,1,,,100.0,150.0,10^-89.8314,,,,,,,,,,,,,,,,,,0,0,0
192073,1,22,Shewanella denitrificans,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,98.0,49.0,10^-20.9469,,,,,,0,0,0
173975,1,22,uncultured Shewanella sp.,"",bacteria,false,,,,1.713390240734529,257,,,99.7943,149.669,10^-89.0284,,,,,,,,,,,,,,,,,,0,0,0
173509,1,22,Shewanella fidelis,"",bacteria,false,,,,0.006666888096243303,1,,,98.473,131.0,10^-72.7356,,,,,,,,,,,,,,,,,,0,0,0
150120,1,22,Shewanella livingstonensis,"",bacteria,false,,,,,,,,,,,,,,,,0.026667552384973214,4,,,93.6,41.3333,10^-15.9693,,,,,,0,0,0
94122,1,22,Shewanella sp. ANA-3,"",bacteria,false,,,,16.60721824774207,2491,44,1522,98.4622,438.399,10^-215.647,,,,,,6.70022253672452,1005,41,788,98.7943,124.996,10^-80.3059,,,,,,0,0,0
93973,1,22,Shewanella japonica,"",bacteria,false,,,,,,,,,,,,,,,,0.013333776192486607,2,,,84.65,39.0,10^-13.8229,,,,,,0,0,0
70864,1,22,Shewanella pealeana,"",bacteria,false,,,,0.09333643334740624,14,,,100.0,146.444,10^-86.9455,,,,,,0.006666888096243303,1,,,98.0,49.0,10^-22.2676,,,,,,0,0,0
70863,1,22,Shewanella oneidensis,"",bacteria,false,,,,5.200172715069776,780,10,69,98.0457,172.17,10^-95.5701,,,,,,19.31397481481685,2897,42,2700,99.1781,349.841,10^-239.697,,,,,,0,0,0
62322,1,22,Shewanella baltica,"",bacteria,false,,,,4.746824324525232,712,,,99.1038,145.418,10^-85.1138,,,,,,3.4601149219502743,519,15,206,94.8359,79.3035,10^-41.7362,,,,,,0,0,0
60961,1,22,Shewanella woodyi,"",bacteria,false,,,,,,,,,,,,,,,,0.006666888096243303,1,,,100.0,39.0,10^-14.8539,,,,,,0,0,0
